index,quote,author,tags,likes
1040,"Somebody has to start. Somebody has to step forward and do what is right, because it is right.","Brandon Sanderson,",inspirational,457
1041,"The key to your happiness is to own your slippers, own who you are, own how you look, own your family, own the talents you have, and own the ones you don't. If you keep saying your slippers aren't yours, then you'll die searching, you'll die bitter, always feeling you were promised more. Not only our actions, but also our omissions, become our destiny.","Abraham Verghese,",inspirational,457
1042,"Life's like a movie, write your own ending. Keep believing, keep pretending.",Jim Henson,inspirational,456
1043,"If you care about what you do and work hard at it, there isn't anything you can't do if you want to.","Jim Henson,",inspirational;success;work,452
1044,"I am a flawed person. A brook with many stones, a clear blue sky with many blackbirds. I have many shortcomings. A rainbow that’s not long enough, a starry night with clouds. But I can only be thankful to the God who loves me just this way, and I can only be grateful to the people in my life who accept the clear blue sky with many blackbirds and who are patient with the rainbow that isn’t long enough. And because of this, I am taught love, because of this I love my God, and I love these people.",C. JoyBell C.,inspirational;inspirational-attitude;inspirational-life;inspirational-quotes,449
1045,"Determine never to be idle. No person will have occasion to complain of the want of time, who never loses any. It is wonderful how much may be done, if we are always doing.","Thomas Jefferson,",enterprise;hard-work;inspirational;time,447
1046,"Remake the world, a little at a time, each in your own corner of the world.",Rick Riordan,incrementalism;inspirational;world,442
1047,You can't outwit fate by standing on the sidelines placing little sidebets about the outcome of life. either you wade in and risk everything you have to play the game or you don't play at all. and if u don't play u can't win.,"Judith McNaught,",daring;inspirational;taking-risks,441
1048,"Sometimes, as we're stumbling along in the dark, we hit something good.","Susan Ee,",angelfall;inspirational;susan-ee,440
1049,Associate Yourself with People Who Think Positively,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,388
1050,"Everything will turn out right, the world is built on that.","Mikhail Bulgakov,",humor;inspirational;satan,682
1051,"The arc of the moral universe is long, but it bends towards justice.",Theodore Parker,inspirational;justice;mlk,612
1052,"You were put on this earth to achieve your greatest self, to live out your purpose, and to do it courageously.","Steve Maraboli,",fearless;greatness;inspirational;life;motivational;purpose-of-life;self-empowerment;success,555
1053,"If you want to build a ship, don’t drum up the men to gather wood, divide the work, and give orders. Instead, teach them to yearn for the vast and endless sea.",Antoine de Saint-Exupéry,entrepreneurship;inspirational;leadership,513
1054,"When a stargirl cries, she sheds not tears but light.","Jerry Spinelli,",books;inspirational;life;stargirl;tears,497
1055,"Be a lamp, or a lifeboat, or a ladder. Help someone's soul heal. Walk out of your house like a shepherd.",Rumi,inspirational;life-lessons;purpose,492
1056,"If you can't run, you crawl. If you can't crawl-- you find someone to carry you.",Joss Whedon,inspirational;television;willpower,478
1057,Fair means everyone gets what they need. And the only way to get what you need is to make it happen yourself.,"Rick Riordan,",fair;inspirational,470
1058,"Just because someone desires you, it does not mean that they value you",Nayyirah Waheed,inspirational,469
1059,"You are not a victim. No matter what you have been through, you're still here. You may have been challenged, hurt, betrayed, beaten, and discouraged, but nothing has defeated you. You are still here! You have been delayed but not denied. You are not a victim, you are a victor. You have a history of victory.","Steve Maraboli,",beaten;betrayed;challenged;defeated;denied;destiny;discouraged;history;hurt;inspirational;motivational;victim,461
1060,Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,Carrie Hope Fletcher,hope;hopeful;hopeful-and-encouraging;inspirational;light;stars,459
1061,"God turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly, not one","Rumi,",confusion;faith;inspirational;love,457
1062,"According to Aristophanes in Plato's The Banquet, in the ancient world of legend there were three types of people","Haruki Murakami,",inspirational;thought-provoking,456
1063,We all have two lives. The second one starts when we realize that we only have one.,Tom Hiddleston,inspirational;life,454
1064,"Keep a little fire burning; however small, however hidden.","Cormac McCarthy,",attitude;fire;hope;inspirational;persistence,452
1065,Intellectual growth should commence at birth and cease only at death.,Albert Einstein,inspirational;lifelong-learning,452
1066,"Conquer the angry one by not getting angry; conquer the wicked by goodness; conquer the stingy by generosity, and the liar by speaking the truth","Siddh?rtha Gautama,",anger;generosity;goodness;inspirational;kindness;knowledge;love;truth;wisdom,444
1067,"Somehow I can't believe that there are any heights that can't be scaled by a man who knows the secrets of making dreams come true. This special secret, it seems to me, can be summarized in four Cs. They are curiosity, confidence, courage, and constancy, and the greatest of all is confidence. When you believe in a thing, believe in it all the way, implicitly and unquestionable.",Walt Disney,confidence;constancy;courage;curiosity;dreams;inspirational,443
1068,Life is wasted on the living.,"Douglas Adams,",inspirational,439
1069,"Every day People straighten up the hair, why not the heart?",che guevara,inspirational;love;motivation;passion,437
1070,"I believe the simplest explanation is, there is no God. No one created the universe and no one directs our fate. This leads me to a profound realization that there probably is no heaven and no afterlife either. We have this one life to appreciate the grand design of the universe and for that, I am extremely grateful.",Stephen Hawking,atheism;inspirational;science,437
1071,It doesn't matter what you do...so long as you change something from the way it was before you touched it into something that's like you after you take your hands away.,"Ray Bradbury,",inspirational,436
1072,"It's funny how, in this journey of life, even though we may begin at different times and places, our paths cross with others so that we may share our love, compassion, observations, and hope. This is a design of God that I appreciate and cherish.","Steve Maraboli,",appreciation;compassion;god;hope;inspirational;journey;life;motivational;observation,435
1073,Nothing ever really goes away--it just changes into something else. Something beautiful.,"Sarah Ockler,",inspirational;metamorphosis,432
